ThrowID,X2,GameID,throw_team_score,def_team_score,Score,point_per_game,poss_per_point,score_on_poss,Direction,throw_per_game,throw_per_point,throw_per_poss,throw_team,Thrower,receiver,hand_rl,throw_type,throw_curve,Force,Stall,completion,bad_throw,GEO_Xstart,GEO_Ystart,GEO_Xend,GEO_Yend,RO_Xstart,RO_Ystart,RO_Xend,RO_Yend,Xdist,Ydist,Dist,pull,goal
1-131,141,1,4,5,NA,10,1,1,-1,131,5,5,TS,99,10,L,F,F,FL,2,1,0,-10.5,16.5,-22.5,14.5,10.5,-16.5,22.5,-14.5,12,2,12.2,NA,0
1-132,142,1,5,5,NA,10,1,1,-1,132,6,6,TS,10,28,R,BH,OI,FL,3,1,0,-22.5,14.5,-41.5,-7.5,22.5,-14.5,41.5,7.5,19,22,29.1,NA,1
1-133,144,1,5,5,NA,11,1,1,-1,133,1,1,RoF,7,24,R,BH,F,NA,0,1,0,34.5,16.5,28.5,3.5,-34.5,-16.5,-28.5,-3.5,6,13,14.3,NA,0
1-134,145,1,5,5,NA,11,1,1,-1,134,2,2,RoF,24,4,R,F,F,F,2,1,0,28.5,3.5,15.5,7.5,-28.5,-3.5,-15.5,-7.5,13,-4,13.6,NA,0
1-135,146,1,5,5,NA,11,1,1,-1,135,3,3,RoF,4,28,R,F,F,F,3,1,0,15.5,7.5,-5.5,10.5,-15.5,-7.5,5.5,-10.5,21,-3,21.2,NA,0
1-136,147,1,5,5,NA,11,1,1,-1,136,4,4,RoF,28,7,R,BH,OI,F,4,1,0,-5.5,10.5,0.5,-2.5,5.5,-10.5,-0.5,2.5,-6,13,14.3,NA,0
1-137,148,1,5,5,NA,11,1,1,-1,137,5,5,RoF,7,4,R,BH,F,F,4,1,0,0.5,-2.5,-5.5,7.5,-0.5,2.5,5.5,-7.5,6,-10,11.7,NA,0
1-138,149,1,5,5,NA,11,1,1,-1,138,6,6,RoF,4,7,R,F,F,F,2,1,0,-5.5,7.5,-18.5,14.5,5.5,-7.5,18.5,-14.5,13,-7,14.8,NA,0
1-139,150,1,5,5,NA,11,1,1,-1,139,7,7,RoF,7,10,R,F,OI,F,2,1,0,-18.5,14.5,-28.5,9.5,18.5,-14.5,28.5,-9.5,10,5,11.2,NA,0
1-140,151,1,5,5,NA,11,1,1,-1,140,8,8,RoF,10,7,R,BH,F,F,4,1,0,-28.5,9.5,-22.5,2.5,28.5,-9.5,22.5,-2.5,-6,7,9.2,NA,0
1-141,152,1,5,5,NA,11,1,1,-1,141,9,9,RoF,7,28,R,F,F,F,2,1,0,-22.5,2.5,-28.5,-2.5,22.5,-2.5,28.5,2.5,6,5,7.8,NA,0
1-142,153,1,5,5,NA,11,1,1,-1,142,10,10,RoF,28,12,R,F,F,F,2,1,0,-28.5,-2.5,-32.5,7.5,28.5,2.5,32.5,-7.5,4,-10,10.8,NA,0
1-143,154,1,5,5,NA,11,1,1,-1,143,11,11,RoF,12,28,R,BH,F,NA,1,1,0,-32.5,7.5,-33.5,9.5,32.5,-7.5,33.5,-9.5,1,-2,2.2,NA,0
1-144,155,1,6,5,NA,11,1,1,-1,144,12,12,RoF,28,12,L,BH,F,F,3,1,0,-33.5,9.5,-38.5,7.5,33.5,-9.5,38.5,-7.5,5,2,5.4,NA,1
1-145,157,1,5,6,NA,12,1,1,-1,145,1,1,TS,27,36,R,BH,F,NA,0,1,0,34.5,0.5,24.5,-0.5,-34.5,-0.5,-24.5,0.5,10,1,10,NA,0
1-146,158,1,5,6,NA,12,1,1,-1,146,2,2,TS,36,99,R,BH,F,B,1,1,0,24.5,-0.5,23.5,-8.5,-24.5,0.5,-23.5,8.5,1,8,8.1,NA,0
1-147,159,1,5,6,NA,12,1,1,-1,147,3,3,TS,99,27,L,BH,F,B,2,1,0,23.5,-8.5,27.5,0.5,-23.5,8.5,-27.5,-0.5,-4,-9,9.8,NA,0
1-148,160,1,5,6,NA,12,1,1,-1,148,4,4,TS,27,17,R,F,OI,B,1,1,0,27.5,0.5,24.5,13.5,-27.5,-0.5,-24.5,-13.5,3,-13,13.3,NA,0
1-149,161,1,5,6,NA,12,1,1,-1,149,5,5,TS,17,99,R,BH,F,B,3,1,0,24.5,13.5,32.5,0.5,-24.5,-13.5,-32.5,-0.5,-8,13,15.3,NA,0
1-150,162,1,5,6,NA,12,1,1,-1,150,6,6,TS,99,36,L,BH,F,NA,0,1,0,32.5,0.5,28.5,-7.5,-32.5,-0.5,-28.5,7.5,4,8,8.9,NA,0
1-151,163,1,5,6,NA,12,1,1,-1,151,7,7,TS,36,99,R,BH,F,B,4,1,0,28.5,-7.5,13.5,-1.5,-28.5,7.5,-13.5,1.5,15,-6,16.2,NA,0
1-152,164,1,5,6,NA,12,1,1,-1,152,8,8,TS,99,36,L,BH,F,B,3,1,0,13.5,-1.5,17.5,-5.5,-13.5,1.5,-17.5,5.5,-4,4,5.7,NA,0
1-153,165,1,5,6,NA,12,1,1,-1,153,9,9,TS,36,99,R,BH,F,B,1,1,0,17.5,-5.5,11.5,-6.5,-17.5,5.5,-11.5,6.5,6,1,6.1,NA,0
1-154,166,1,5,6,NA,12,1,1,-1,154,10,10,TS,99,36,L,BH,F,B,2,1,0,11.5,-6.5,15.5,-6.5,-11.5,6.5,-15.5,6.5,-4,0,4,NA,0
1-155,167,1,5,6,NA,12,1,1,-1,155,11,11,TS,36,17,R,F,F,B,3,1,0,15.5,-6.5,7.5,12.5,-15.5,6.5,-7.5,-12.5,8,-19,20.6,NA,0
1-156,168,1,5,6,NA,12,1,1,-1,156,12,12,TS,17,99,R,BH,F,B,2,1,0,7.5,12.5,-1.5,12.5,-7.5,-12.5,1.5,-12.5,9,0,9,NA,0
1-157,169,1,5,6,NA,12,1,1,-1,157,13,13,TS,99,36,L,BH,OI,B,2,1,0,-1.5,12.5,-6.5,16.5,1.5,-12.5,6.5,-16.5,5,-4,6.4,NA,0
1-158,170,1,5,6,NA,12,1,1,-1,158,14,14,TS,36,90,R,BH,F,B,5,1,0,-6.5,16.5,-14.5,13.5,6.5,-16.5,14.5,-13.5,8,3,8.5,NA,0
1-159,171,1,5,6,NA,12,1,1,-1,159,15,15,TS,90,27,R,BH,F,NA,0,1,0,-14.5,13.5,-15.5,3.5,14.5,-13.5,15.5,-3.5,1,10,10,NA,0
1-160,172,1,5,6,NA,12,1,1,-1,160,16,16,TS,27,90,R,F,F,B,1,1,0,-15.5,3.5,-16.5,13.5,15.5,-3.5,16.5,-13.5,1,-10,10,NA,0
1-161,173,1,5,6,NA,12,1,1,-1,161,17,17,TS,90,27,R,BH,F,B,3,1,0,-16.5,13.5,-21.5,1.5,16.5,-13.5,21.5,-1.5,5,12,13,NA,0
1-162,174,1,5,6,NA,12,1,1,-1,162,18,18,TS,27,36,R,BH,F,B,1,1,0,-21.5,1.5,-23.5,-9.5,21.5,-1.5,23.5,9.5,2,11,11.2,NA,0
1-163,175,1,5,6,NA,12,1,1,-1,163,19,19,TS,36,27,R,BH,F,B,7,1,0,-23.5,-9.5,-24.5,1.5,23.5,9.5,24.5,-1.5,1,-11,11,NA,0
1-164,176,1,5,6,NA,12,1,1,-1,164,20,20,TS,27,36,R,BH,F,B,2,1,0,-24.5,1.5,-29.5,4.5,24.5,-1.5,29.5,-4.5,5,-3,5.8,NA,0
1-165,177,1,5,6,NA,12,1,1,-1,165,21,21,TS,36,10,R,BH,F,B,6,1,0,-29.5,4.5,-27.5,1.5,29.5,-4.5,27.5,-1.5,-2,3,3.6,NA,0
1-166,178,1,5,6,NA,12,1,1,-1,166,22,22,TS,10,99,R,F,OI,B,6,1,0,-27.5,1.5,-33.5,17.5,27.5,-1.5,33.5,-17.5,6,-16,17.1,NA,0
1-167,179,1,5,6,NA,12,1,1,-1,167,23,23,TS,99,45,L,F,OI,B,4,1,0,-33.5,17.5,-29.5,11.5,33.5,-17.5,29.5,-11.5,-4,6,7.2,NA,0
1-168,180,1,5,6,NA,12,1,1,-1,168,24,24,TS,45,99,R,BH,F,B,1,1,0,-29.5,11.5,-32.5,5.5,29.5,-11.5,32.5,-5.5,3,6,6.7,NA,0
1-169,181,1,6,6,NA,12,1,1,-1,169,25,25,TS,99,27,L,F,F,B,1,1,0,-32.5,5.5,-36.5,-4.5,32.5,-5.5,36.5,4.5,4,10,10.8,NA,1
1-170,183,1,6,6,NA,13,1,1,-1,170,1,1,RoF,45,7,R,BH,F,NA,0,1,0,38.5,3.5,22.5,0.5,-38.5,-3.5,-22.5,-0.5,16,3,16.3,NA,0
1-171,184,1,6,6,NA,13,1,1,-1,171,2,2,RoF,7,24,R,BH,F,F,4,1,0,22.5,0.5,19.5,-12.5,-22.5,-0.5,-19.5,12.5,3,13,13.3,NA,0
1-172,185,1,6,6,NA,13,1,1,-1,172,3,3,RoF,24,7,R,BH,F,FL,1,1,0,19.5,-12.5,20.5,-1.5,-19.5,12.5,-20.5,1.5,-1,-11,11,NA,0
1-173,186,1,6,6,NA,13,1,1,-1,173,4,4,RoF,7,45,R,F,F,F,2,1,0,20.5,-1.5,17.5,12.5,-20.5,1.5,-17.5,-12.5,3,-14,14.3,NA,0
1-174,187,1,6,6,NA,13,1,1,-1,174,5,5,RoF,45,12,R,F,F,F,4,1,0,17.5,12.5,-5.5,4.5,-17.5,-12.5,5.5,-4.5,23,8,24.4,NA,0
1-175,188,1,6,6,NA,13,1,1,-1,175,6,6,RoF,12,7,R,BH,F,F,4,1,0,-5.5,4.5,-4.5,9.5,5.5,-4.5,4.5,-9.5,-1,-5,5.1,NA,0
1-176,189,1,6,6,NA,13,1,1,-1,176,7,7,RoF,7,24,R,P,F,F,3,1,0,-4.5,9.5,-13.5,17.5,4.5,-9.5,13.5,-17.5,9,-8,12,NA,0
1-177,190,1,6,6,NA,13,1,1,-1,177,8,8,RoF,24,10,R,F,F,F,2,1,0,-13.5,17.5,-24.5,17.5,13.5,-17.5,24.5,-17.5,11,0,11,NA,0
1-178,191,1,6,6,NA,13,1,1,-1,178,9,9,RoF,10,7,R,BH,F,F,5,1,0,-24.5,17.5,-26.5,19.5,24.5,-17.5,26.5,-19.5,2,-2,2.8,NA,0
1-179,192,1,6,6,NA,13,1,1,-1,179,10,10,RoF,7,10,R,BH,F,F,6,1,0,-26.5,19.5,-33.5,19.5,26.5,-19.5,33.5,-19.5,7,0,7,NA,0
1-180,193,1,7,6,NA,13,1,1,-1,180,11,11,RoF,10,7,L,BH,F,F,3,1,0,-33.5,19.5,-36.5,16.5,33.5,-19.5,36.5,-16.5,3,3,4.2,NA,1
1-181,195,1,6,7,NA,14,1,0,-1,181,1,1,TS,90,1,R,BH,F,FL,3,1,0,17.5,1.5,19.5,-8.5,-17.5,-1.5,-19.5,8.5,-2,10,10.2,NA,0
1-182,196,1,6,7,NA,14,1,0,-1,182,2,2,TS,1,99,R,F,F,FL,5,1,0,19.5,-8.5,24.5,7.5,-19.5,8.5,-24.5,-7.5,-5,-16,16.8,NA,0
1-183,197,1,6,7,NA,14,1,0,-1,183,3,3,TS,99,28,L,BH,F,FL,2,1,0,24.5,7.5,16.5,16.5,-24.5,-7.5,-16.5,-16.5,8,-9,12,NA,0
1-184,198,1,6,7,NA,14,1,0,-1,184,4,4,TS,28,99,R,BH,F,F,4,1,0,16.5,16.5,26.5,7.5,-16.5,-16.5,-26.5,-7.5,-10,9,13.5,NA,0
1-185,199,1,6,7,NA,14,1,0,-1,185,5,5,TS,99,17,L,F,OI,F,2,1,0,26.5,7.5,22.5,-11.5,-26.5,-7.5,-22.5,11.5,4,19,19.4,NA,0
1-186,200,1,6,7,NA,14,1,0,-1,186,6,6,TS,17,45,R,BH,F,F,1,1,0,22.5,-11.5,22.5,1.5,-22.5,11.5,-22.5,-1.5,0,-13,13,NA,0
1-187,201,1,6,7,NA,14,1,0,-1,187,7,7,TS,45,1,R,BH,F,F,6,1,0,22.5,1.5,28.5,-7.5,-22.5,-1.5,-28.5,7.5,-6,9,10.8,NA,0
1-188,202,1,6,7,NA,14,1,0,-1,188,8,8,TS,1,90,R,BH,F,F,2,1,0,28.5,-7.5,23.5,-19.5,-28.5,7.5,-23.5,19.5,5,12,13,NA,0
1-189,203,1,6,7,NA,14,1,0,-1,189,9,9,TS,90,28,R,F,F,F,3,1,0,23.5,-19.5,18.5,-10.5,-23.5,19.5,-18.5,10.5,5,-9,10.3,NA,0
1-190,204,1,6,7,NA,14,1,0,-1,190,10,10,TS,28,17,R,F,F,F,3,1,0,18.5,-10.5,15.5,5.5,-18.5,10.5,-15.5,-5.5,3,-16,16.3,NA,0
1-191,205,1,6,7,NA,14,1,0,-1,191,11,11,TS,17,45,R,F,F,F,2,1,0,15.5,5.5,3.5,16.5,-15.5,-5.5,-3.5,-16.5,12,-11,16.3,NA,0
1-192,206,1,6,7,NA,14,1,0,-1,192,12,12,TS,45,1,R,F,OI,F,4,0,1,3.5,16.5,-14.5,17.5,-3.5,-16.5,14.5,-17.5,18,-1,18,NA,0
1-193,207,1,7,6,NA,14,2,0,1,193,13,1,RoF,22,28,R,F,F,F,1,1,0,-23.5,19.5,-18.5,8.5,-23.5,19.5,-18.5,8.5,5,-11,12.1,NA,0
1-194,208,1,7,6,NA,14,2,0,1,194,14,2,RoF,28,21,R,BH,F,F,1,1,0,-18.5,8.5,-22.5,1.5,-18.5,8.5,-22.5,1.5,-4,-7,8.1,NA,0
1-195,209,1,7,6,NA,14,2,0,1,195,15,3,RoF,21,28,R,BH,F,F,3,1,0,-22.5,1.5,-24.5,12.5,-22.5,1.5,-24.5,12.5,-2,11,11.2,NA,0
1-196,210,1,7,6,NA,14,2,0,1,196,16,4,RoF,28,13,R,BH,F,F,4,1,0,-24.5,12.5,-20.5,19.5,-24.5,12.5,-20.5,19.5,4,7,8.1,NA,0
1-197,211,1,7,6,NA,14,2,0,1,197,17,5,RoF,13,21,R,F,OI,F,3,1,0,-20.5,19.5,-26.5,18.5,-20.5,19.5,-26.5,18.5,-6,-1,6.1,NA,0
1-198,212,1,7,6,NA,14,2,0,1,198,18,6,RoF,21,22,R,BH,F,F,4,1,0,-26.5,18.5,-29.5,16.5,-26.5,18.5,-29.5,16.5,-3,-2,3.6,NA,0
1-199,213,1,7,6,NA,14,2,0,1,199,19,7,RoF,22,5,R,F,F,F,3,1,0,-29.5,16.5,-28.5,-0.5,-29.5,16.5,-28.5,-0.5,1,-17,17,NA,0
1-200,214,1,7,6,NA,14,2,0,1,200,20,8,RoF,5,28,R,F,F,F,2,1,0,-28.5,-0.5,-21.5,-12.5,-28.5,-0.5,-21.5,-12.5,7,-12,13.9,NA,0
1-201,215,1,7,6,NA,14,2,0,1,201,21,9,RoF,28,20,R,F,F,F,5,1,0,-21.5,-12.5,-6.5,-15.5,-21.5,-12.5,-6.5,-15.5,15,-3,15.3,NA,0
1-202,216,1,7,6,NA,14,2,0,1,202,22,10,RoF,20,21,R,F,F,F,1,0,1,-6.5,-15.5,54.5,-1.5,-6.5,-15.5,54.5,-1.5,61,14,62.6,NA,0
1-203,217,1,6,7,NA,14,3,0,-1,203,23,1,TS,1,28,R,BH,OI,FL,2,1,0,35.5,-5.5,24.5,-17.5,-35.5,5.5,-24.5,17.5,11,12,16.3,NA,0
1-204,218,1,6,7,NA,14,3,0,-1,204,24,2,TS,28,99,R,F,F,FL,8,0,0,24.5,-17.5,22.5,-5.5,-24.5,17.5,-22.5,5.5,2,-12,12.2,NA,0
1-205,219,1,7,6,NA,14,4,0,1,205,25,1,RoF,22,21,R,BH,OI,F,2,1,0,22.5,-5.5,17.5,10.5,22.5,-5.5,17.5,10.5,-5,16,16.8,NA,0
1-206,220,1,7,6,NA,14,4,0,1,206,26,2,RoF,21,28,R,BH,F,F,3,1,0,17.5,10.5,23.5,19.5,17.5,10.5,23.5,19.5,6,9,10.8,NA,0
1-207,221,1,7,6,NA,14,4,0,1,207,27,3,RoF,28,21,R,F,F,F,4,0,0,23.5,19.5,34.5,17.5,23.5,19.5,34.5,17.5,11,-2,11.2,NA,0
1-208,222,1,6,7,NA,14,5,0,-1,208,28,1,TS,99,28,L,BH,OI,F,1,0,0,34.5,17.5,-21.5,18.5,-34.5,-17.5,21.5,-18.5,56,-1,56,NA,0
1-209,223,1,7,6,NA,14,6,1,1,209,29,1,RoF,5,22,R,F,OI,F,4,1,0,-21.5,18.5,-23.5,13.5,-21.5,18.5,-23.5,13.5,-2,-5,5.4,NA,0
1-210,224,1,7,6,NA,14,6,1,1,210,30,2,RoF,22,28,R,F,OI,F,2,1,0,-23.5,13.5,-16.5,13.5,-23.5,13.5,-16.5,13.5,7,0,7,NA,0
1-211,225,1,7,6,NA,14,6,1,1,211,31,3,RoF,28,20,R,F,F,F,2,1,0,-16.5,13.5,-13.5,-1.5,-16.5,13.5,-13.5,-1.5,3,-15,15.3,NA,0
1-212,226,1,7,6,NA,14,6,1,1,212,32,4,RoF,20,22,R,BH,F,F,5,1,0,-13.5,-1.5,-11.5,-8.5,-13.5,-1.5,-11.5,-8.5,2,-7,7.3,NA,0
1-213,227,1,7,6,NA,14,6,1,1,213,33,5,RoF,22,21,R,H,NA,F,3,1,0,-11.5,-8.5,-14.5,18.5,-11.5,-8.5,-14.5,18.5,-3,27,27.2,NA,0
1-214,228,1,7,6,NA,14,6,1,1,214,34,6,RoF,21,13,R,S,NA,F,1,1,0,-14.5,18.5,4.5,17.5,-14.5,18.5,4.5,17.5,19,-1,19,NA,0
1-215,229,1,7,6,NA,14,6,1,1,215,35,7,RoF,13,5,R,F,OI,F,2,1,0,4.5,17.5,6.5,8.5,4.5,17.5,6.5,8.5,2,-9,9.2,NA,0
1-216,230,1,7,6,NA,14,6,1,1,216,36,8,RoF,5,21,R,BH,F,NA,1,1,0,6.5,8.5,2.5,6.5,6.5,8.5,2.5,6.5,-4,-2,4.5,NA,0
1-217,231,1,7,6,NA,14,6,1,1,217,37,9,RoF,21,5,R,BH,F,NA,1,1,0,2.5,6.5,4.5,1.5,2.5,6.5,4.5,1.5,2,-5,5.4,NA,0
1-218,232,1,7,6,NA,14,6,1,1,218,38,10,RoF,5,28,R,F,F,F,4,1,0,4.5,1.5,8.5,-10.5,4.5,1.5,8.5,-10.5,4,-12,12.6,NA,0
1-219,233,1,7,6,NA,14,6,1,1,219,39,11,RoF,28,5,R,BH,OI,F,5,1,0,8.5,-10.5,2.5,-9.5,8.5,-10.5,2.5,-9.5,-6,1,6.1,NA,0
1-220,234,1,7,6,NA,14,6,1,1,220,40,12,RoF,5,22,R,BH,F,F,2,1,0,2.5,-9.5,0.5,1.5,2.5,-9.5,0.5,1.5,-2,11,11.2,NA,0
1-221,235,1,7,6,NA,14,6,1,1,221,41,13,RoF,22,10,R,BH,F,F,2,1,0,0.5,1.5,19.5,18.5,0.5,1.5,19.5,18.5,19,17,25.5,NA,0
1-222,236,1,7,6,NA,14,6,1,1,222,42,14,RoF,10,21,R,F,OI,F,3,1,1,19.5,18.5,30.5,-6.5,19.5,18.5,30.5,-6.5,11,-25,27.3,NA,0
1-223,237,1,7,6,NA,14,6,1,1,223,43,15,RoF,21,5,R,BH,F,F,1,1,0,30.5,-6.5,26.5,-7.5,30.5,-6.5,26.5,-7.5,-4,-1,4.1,NA,0
1-224,238,1,7,6,NA,14,6,1,1,224,44,16,RoF,5,21,R,BH,F,F,1,1,0,26.5,-7.5,28.5,-11.5,26.5,-7.5,28.5,-11.5,2,-4,4.5,NA,0
1-225,239,1,7,6,NA,14,6,1,1,225,45,17,RoF,21,5,R,BH,F,F,1,1,0,28.5,-11.5,33.5,-14.5,28.5,-11.5,33.5,-14.5,5,-3,5.8,NA,0
1-226,240,1,8,6,NA,14,6,1,1,226,46,18,RoF,5,21,R,BH,F,F,4,1,0,33.5,-14.5,37.5,-17.5,33.5,-14.5,37.5,-17.5,4,-3,5,NA,1
1-227,242,1,8,6,NA,15,1,0,1,227,1,1,RoF,7,45,R,BH,F,NA,0,1,0,-30.5,-4.5,-21.5,-1.5,-30.5,-4.5,-21.5,-1.5,9,3,9.5,NA,0
1-228,243,1,8,6,NA,15,1,0,1,228,2,2,RoF,45,4,R,BH,F,NA,0,0,1,-21.5,-1.5,34.5,-1.5,-21.5,-1.5,34.5,-1.5,56,0,56,NA,0
1-229,244,1,6,8,NA,15,2,0,-1,229,3,1,TS,30,21,R,BH,OI,FL,2,1,0,34.5,-1.5,29.5,-11.5,-34.5,1.5,-29.5,11.5,5,10,11.2,NA,0
1-230,245,1,6,8,NA,15,2,0,-1,230,4,2,TS,21,7,R,F,F,F,1,1,0,29.5,-11.5,21.5,-6.5,-29.5,11.5,-21.5,6.5,8,-5,9.4,NA,0
1-231,246,1,6,8,NA,15,2,0,-1,231,5,3,TS,7,30,R,F,F,F,3,1,0,21.5,-6.5,17.5,4.5,-21.5,6.5,-17.5,-4.5,4,-11,11.7,NA,0
1-232,247,1,6,8,NA,15,2,0,-1,232,6,4,TS,30,33,R,BH,F,F,6,1,0,17.5,4.5,16.5,-6.5,-17.5,-4.5,-16.5,6.5,1,11,11,NA,0
1-233,248,1,6,8,NA,15,2,0,-1,233,7,5,TS,33,25,R,BH,F,F,2,1,0,16.5,-6.5,12.5,-18.5,-16.5,6.5,-12.5,18.5,4,12,12.6,NA,0
1-234,249,1,6,8,NA,15,2,0,-1,234,8,6,TS,25,4,R,F,F,F,2,1,0,12.5,-18.5,-0.5,-9.5,-12.5,18.5,0.5,9.5,13,-9,15.8,NA,0
1-235,250,1,6,8,NA,15,2,0,-1,235,9,7,TS,4,7,R,F,F,F,5,1,0,-0.5,-9.5,1.5,4.5,0.5,9.5,-1.5,-4.5,-2,-14,14.1,NA,0
1-236,251,1,6,8,NA,15,2,0,-1,236,10,8,TS,7,25,R,F,F,F,1,1,0,1.5,4.5,-9.5,16.5,-1.5,-4.5,9.5,-16.5,11,-12,16.3,NA,0
1-237,252,1,6,8,NA,15,2,0,-1,237,11,9,TS,25,7,R,BH,OI,F,2,1,0,-9.5,16.5,-5.5,7.5,9.5,-16.5,5.5,-7.5,-4,9,9.8,NA,0
1-238,253,1,6,8,NA,15,2,0,-1,238,12,10,TS,7,30,R,F,F,F,4,1,0,-5.5,7.5,-14.5,17.5,5.5,-7.5,14.5,-17.5,9,-10,13.5,NA,0
1-239,254,1,6,8,NA,15,2,0,-1,239,13,11,TS,30,4,R,H,NA,F,6,0,1,-14.5,17.5,-30.5,-19.5,14.5,-17.5,30.5,19.5,16,37,40.3,NA,0
1-240,255,1,8,6,NA,15,3,1,1,240,14,1,RoF,7,0,R,BH,OI,FL,2,1,0,-30.5,-19.5,34.5,0.5,-30.5,-19.5,34.5,0.5,65,20,68,NA,0
1-241,256,1,9,6,NA,15,3,1,1,241,15,2,RoF,0,4,R,BH,F,FL,1,1,0,34.5,0.5,37.5,12.5,34.5,0.5,37.5,12.5,3,12,12.4,NA,1
1-242,258,1,6,9,NA,16,1,1,1,242,1,1,TS,27,36,R,F,F,NA,0,1,0,-37.5,10.5,-34.5,0.5,-37.5,10.5,-34.5,0.5,3,-10,10.4,NA,0
1-243,259,1,6,9,NA,16,1,1,1,243,2,2,TS,36,45,R,F,F,B,3,1,0,-34.5,0.5,-24.5,-16.5,-34.5,0.5,-24.5,-16.5,10,-17,19.7,NA,0
1-244,260,1,6,9,NA,16,1,1,1,244,3,3,TS,45,99,R,BH,F,FL,2,1,0,-24.5,-16.5,-26.5,-7.5,-24.5,-16.5,-26.5,-7.5,-2,9,9.2,NA,0
1-245,261,1,6,9,NA,16,1,1,1,245,4,4,TS,99,27,L,BH,F,B,3,1,0,-26.5,-7.5,-27.5,3.5,-26.5,-7.5,-27.5,3.5,-1,11,11,NA,0
1-246,262,1,6,9,NA,16,1,1,1,246,5,5,TS,27,99,R,BH,F,B,2,1,0,-27.5,3.5,-24.5,11.5,-27.5,3.5,-24.5,11.5,3,8,8.5,NA,0
1-247,263,1,6,9,NA,16,1,1,1,247,6,6,TS,99,27,L,F,OI,B,1,1,0,-24.5,11.5,-18.5,12.5,-24.5,11.5,-18.5,12.5,6,1,6.1,NA,0
1-248,264,1,6,9,NA,16,1,1,1,248,7,7,TS,27,45,R,BH,F,B,1,1,0,-18.5,12.5,-14.5,4.5,-18.5,12.5,-14.5,4.5,4,-8,8.9,NA,0
1-249,265,1,6,9,NA,16,1,1,1,249,8,8,TS,45,27,R,BH,F,NA,1,1,0,-14.5,4.5,-11.5,1.5,-14.5,4.5,-11.5,1.5,3,-3,4.2,NA,0
1-250,266,1,6,9,NA,16,1,1,1,250,9,9,TS,27,45,R,BH,F,B,2,1,0,-11.5,1.5,-10.5,10.5,-11.5,1.5,-10.5,10.5,1,9,9.1,NA,0
1-251,267,1,6,9,NA,16,1,1,1,251,10,10,TS,45,27,R,BH,F,NA,1,1,0,-10.5,10.5,-5.5,13.5,-10.5,10.5,-5.5,13.5,5,3,5.8,NA,0
1-252,268,1,6,9,NA,16,1,1,1,252,11,11,TS,27,99,R,F,OI,B,2,1,0,-5.5,13.5,-10.5,3.5,-5.5,13.5,-10.5,3.5,-5,-10,11.2,NA,0
1-253,269,1,6,9,NA,16,1,1,1,253,12,12,TS,99,10,L,BH,F,NA,0,1,0,-10.5,3.5,-9.5,-14.5,-10.5,3.5,-9.5,-14.5,1,-18,18,NA,0
1-254,270,1,6,9,NA,16,1,1,1,254,13,13,TS,10,99,R,BH,F,NA,0,1,0,-9.5,-14.5,-2.5,-14.5,-9.5,-14.5,-2.5,-14.5,7,0,7,NA,0
1-255,271,1,6,9,NA,16,1,1,1,255,14,14,TS,99,10,L,F,F,B,2,1,0,-2.5,-14.5,-6.5,-5.5,-2.5,-14.5,-6.5,-5.5,-4,9,9.8,NA,0
1-256,272,1,6,9,NA,16,1,1,1,256,15,15,TS,10,36,R,BH,F,B,1,1,0,-6.5,-5.5,-2.5,3.5,-6.5,-5.5,-2.5,3.5,4,9,9.8,NA,0
1-257,273,1,6,9,NA,16,1,1,1,257,16,16,TS,36,27,R,BH,F,NA,0,1,0,-2.5,3.5,4.5,10.5,-2.5,3.5,4.5,10.5,7,7,9.9,NA,0
1-258,274,1,6,9,NA,16,1,1,1,258,17,17,TS,27,36,R,F,F,B,2,1,0,4.5,10.5,0.5,5.5,4.5,10.5,0.5,5.5,-4,-5,6.4,NA,0
1-259,275,1,6,9,NA,16,1,1,1,259,18,18,TS,36,99,R,BH,F,B,3,1,0,0.5,5.5,6.5,13.5,0.5,5.5,6.5,13.5,6,8,10,NA,0
1-260,276,1,6,9,NA,16,1,1,1,260,19,19,TS,99,45,L,F,F,B,2,1,0,6.5,13.5,18.5,18.5,6.5,13.5,18.5,18.5,12,5,13,NA,0
1-261,277,1,6,9,NA,16,1,1,1,261,20,20,TS,45,99,R,F,OI,B,3,1,0,18.5,18.5,17.5,12.5,18.5,18.5,17.5,12.5,-1,-6,6.1,NA,0
1-262,278,1,6,9,NA,16,1,1,1,262,21,21,TS,99,28,L,BH,F,B,1,1,0,17.5,12.5,28.5,-8.5,17.5,12.5,28.5,-8.5,11,-21,23.7,NA,0
1-263,279,1,7,9,NA,16,1,1,1,263,22,22,TS,28,90,R,BH,OI,B,3,1,0,28.5,-8.5,35.5,7.5,28.5,-8.5,35.5,7.5,7,16,17.5,NA,1
1-264,281,1,9,7,NA,17,1,1,1,264,1,1,RoF,45,7,R,BH,F,NA,0,1,0,-36.5,15.5,-34.5,0.5,-36.5,15.5,-34.5,0.5,2,-15,15.1,NA,0
1-265,282,1,9,7,NA,17,1,1,1,265,2,2,RoF,7,45,R,BH,F,F,4,1,0,-34.5,0.5,-30.5,15.5,-34.5,0.5,-30.5,15.5,4,15,15.5,NA,0
1-266,283,1,9,7,NA,17,1,1,1,266,3,3,RoF,45,7,R,F,F,F,3,1,0,-30.5,15.5,-34.5,4.5,-30.5,15.5,-34.5,4.5,-4,-11,11.7,NA,0
